id,sex,age,unknown,zip
1247,1,35,0,92649
1248,0,35,20,94598
1249,1,35,2,94587
1250,1,50,0,10573
1251,1,25,7,48188
1252,1,56,13,94134
1253,0,35,20,76205
1254,0,18,1,2144
1255,1,25,17,94110
1256,1,25,20,10002
1257,0,18,14,84101
1258,1,45,7,20879
1259,1,35,7,2020010
1260,1,25,17,28262
1261,1,18,4,40205
1262,1,25,4,22903
1263,1,1,10,81301
1264,1,25,1,53711
1265,0,18,20,49321
1266,1,25,4,18104
1267,1,25,15,12203
1268,1,50,2,10028
1269,0,56,13,1234
1270,1,25,6,12230
1271,0,45,6,54401
1272,1,18,20,49506
1273,1,35,2,19123
1274,1,45,7,37343
1275,1,50,17,39567
1276,1,35,17,94041
1277,0,18,0,6360
1278,1,18,4,98312
1279,1,35,1,98502
1280,1,1,10,97801
1281,1,25,19,97209
1282,1,50,1,98541
1283,0,18,1,94607
1284,1,45,16,33334
1285,1,35,4,98125
1286,1,35,17,92630
1287,0,50,7,94611
1288,0,35,19,92867
1289,1,45,6,78750
1290,1,35,0,91504
1291,0,35,0,10011
1292,1,25,7,94904
1293,1,25,5,60074
1294,0,50,20,11217
1295,0,35,6,90036
1296,1,1,0,75244
1297,1,25,7,92109
1298,1,35,6,33615
1299,1,25,14,2038
1300,1,1,10,97201
1301,0,25,2,10475
1302,1,18,4,85282
1303,1,25,19,94111
1304,1,25,14,97203
1305,1,45,20,94121
1306,1,25,3,64068
1307,1,56,13,75703
1308,1,1,10,75082
1309,1,25,14,76051
1310,1,45,0,92866
1311,1,18,10,90274
1312,1,25,14,60153
1313,1,18,4,43214
1314,0,18,4,68154
1315,1,35,7,75214
1316,1,50,2,50310
1317,1,45,7,98028
1318,1,18,16,94014
1319,0,25,3,98626
1320,1,25,4,22030
1321,0,25,14,34639
1322,1,56,0,94043
1323,0,35,2,11218
1324,1,35,16,7030
1325,1,25,1,75230
1326,0,25,0,98115
1327,1,1,10,12159
1328,1,35,14,60657
1329,1,18,14,60194
1330,1,56,1,95117
1331,1,45,0,12065
1332,1,25,7,2840
1333,1,25,17,6460
1334,1,50,7,10805
1335,1,35,0,14228
1336,0,50,20,95051
1337,1,56,17,97146
1338,1,25,0,94108
1339,1,35,18,85275
1340,1,25,7,14302
1341,1,18,7,11434
1342,1,35,0,94560
1343,1,35,14,91324
1344,0,25,9,43420
1345,0,25,2,75070
1346,1,35,20,27607
1347,0,18,1,11375
1348,0,1,10,4240
1349,1,50,7,13088
1350,0,35,0,90278
1351,0,25,17,98034
1352,1,35,20,94122
1353,1,1,10,95926
1354,0,25,2,94040
1355,0,45,20,4240
1356,0,18,4,91706
1357,1,45,0,34116
1358,1,35,17,49508
1359,1,35,1,10918
1360,1,25,20,14895
1361,0,25,0,97401
1362,1,35,12,75069
1363,1,50,7,1915
1364,0,45,2,97214
1365,0,1,10,61665
1366,1,1,10,89509
1367,1,25,12,53707
1368,0,25,3,50266
1369,1,25,5,12308
1370,1,35,2,92821
1371,0,50,2,60657
1372,1,1,10,95123
1373,0,25,1,55104
1374,1,50,1,91403
1375,0,45,5,95136
1376,0,45,1,32750
1377,1,35,16,65270
1378,0,45,7,21044
1379,0,56,13,93448
1380,1,1,10,58078
1381,1,18,11,89170
1382,0,45,1,92100
1383,0,25,7,19806
1384,1,18,10,98058
1385,0,25,5,90262
1386,0,25,0,7026
1387,0,50,13,94702
1388,1,56,20,87107
1389,1,25,17,19801
1390,1,35,16,99352
1391,1,35,15,20723
1392,1,45,3,90006
1393,1,18,4,6430
1394,0,25,3,94117
1395,1,25,2,7026
1396,0,25,12,94530
1397,1,35,7,55901
1398,0,56,16,94904
1399,1,18,17,10804
1400,1,25,7,92130
1401,0,18,1,94578
1402,1,18,4,90601
1403,0,25,0,53713
1404,1,50,16,91360
1405,1,56,13,33445
1406,1,25,4,91911
1407,0,35,15,53704
1408,1,25,0,90046
1409,1,18,4,97215
1410,1,50,7,94404
1411,1,35,1,8107
1412,1,25,17,94089
1413,1,18,3,98122
1414,1,18,4,85035
1415,1,45,14,22901
1416,1,25,14,98101
1417,1,35,16,10472
1418,1,18,4,48197
1419,0,25,1,95336
1420,1,18,4,1375
1421,0,1,10,53704
1422,1,35,17,55934
1423,1,25,4,8540
1424,1,35,0,28209
1425,1,1,10,8872
1426,1,18,14,94070
1427,1,25,12,21401
1428,0,45,11,40204
1429,0,35,3,11229
1430,1,18,4,97215
1431,1,56,6,91011
1432,1,35,1,94549
1433,0,18,14,49505
1434,0,1,10,495321
1435,1,25,14,48103
1436,0,50,6,97005
1437,1,50,3,89102
1438,1,18,2,21222
1439,1,35,3,98037
1440,1,35,12,94520
1441,1,35,16,54729
1442,1,18,2,12345
1443,1,35,2,98055
1444,0,25,4,91106
1445,1,25,2,98109
1446,1,35,12,10128
1447,1,18,4,80521
1448,0,25,3,17522
1449,1,35,20,17112
1450,1,18,4,94704
1451,1,35,20,90012
1452,0,56,13,90732
1453,1,25,14,19444
1454,1,18,4,93117
1455,0,45,0,92126
1456,1,25,2,98074
1457,1,25,1,95472
1458,1,1,0,8055
1459,0,25,0,80027
1460,0,18,4,95132
1461,0,45,0,94115
1462,1,35,16,95405
1463,1,50,16,926123417
1464,1,35,12,75063
1465,1,50,16,93003
1466,1,18,4,29201
1467,1,25,5,97007
1468,1,1,14,19147
1469,1,56,20,95420
1470,1,18,4,94118
1471,1,25,17,11106
1472,1,25,7,90248
1473,1,25,14,6511
1474,1,25,4,98115
1475,0,25,2,75075
1476,0,18,0,91030
1477,0,45,1,90601
1478,1,1,10,92620
1479,0,50,2,94501
1480,1,25,20,91367
1481,1,35,17,77096
1482,1,25,7,94132
1483,1,18,4,54481
1484,1,25,12,7054
1485,0,25,9,80538
1486,1,25,16,90638
1487,1,35,7,7644
1488,1,25,7,94538
1489,0,35,2,60201
1490,1,50,7,90505
1491,1,18,4,6511
1492,1,25,12,98102
1493,0,25,14,60657
1494,1,25,17,38104
1495,1,18,0,77341
1496,1,25,17,94108
1497,1,50,5,80220
1498,1,18,4,2139
1499,1,1,10,19343
1500,1,25,17,98115
1501,1,25,11,75801
1502,1,18,4,12188
1503,1,25,12,92688
1504,1,18,19,22030
1505,1,50,11,90041
1506,1,25,7,8550
1507,1,35,17,95476
1508,0,1,10,94539
1509,1,1,0,11803
1510,0,25,1,48067
1511,1,35,12,8902
1512,1,25,20,11102
1513,0,35,16,95003
1514,1,18,4,97215
1515,1,25,16,48324
1516,0,25,12,53154
1517,1,18,0,10002
1518,1,25,2,95831
1519,1,18,4,38120
1520,1,25,17,94506
1521,0,25,7,8902
1522,1,35,20,10025
1523,1,25,17,95209
1524,1,18,4,6459
1525,0,25,16,94706
1526,1,56,17,80538
1527,1,18,10,78230
1528,1,25,15,94903
1529,1,18,4,97266
1530,1,25,4,53711
1531,1,45,17,60462
1532,1,18,14,43613
1533,1,45,1,71711
1534,1,50,12,12184
1535,0,18,20,90036
1536,0,35,3,83001
1537,1,18,20,2446
1538,1,25,3,22601
1539,1,25,3,2359
1540,1,45,0,97214
1541,1,56,17,234643016
1542,1,18,17,12054
1543,1,25,11,10549
1544,1,25,12,63146
1545,1,25,20,20009
1546,1,25,4,22903
1547,1,56,13,2115
1548,1,35,1,53703
1549,1,35,6,20901
1550,1,18,4,11580
1551,1,25,11,20008
1552,1,45,20,10021
1553,0,25,15,64116
1554,0,35,12,17013
1555,0,18,0,20008
1556,1,18,4,48073
1557,0,18,4,10039
1558,1,18,6,60611
1559,1,35,8,10014
1560,0,25,3,85226
1561,0,18,4,11214
1562,1,18,20,43611
1563,0,1,10,87123
1564,1,50,1,1096
1565,1,45,17,78731
1566,1,35,16,77550
1567,1,25,12,6511
1568,0,1,10,94086
1569,0,56,13,7701
1570,1,18,17,75093
1571,1,25,20,98033
1572,0,25,3,2155
1573,1,1,0,77479
1574,1,25,6,81007
1575,0,50,7,94949
1576,0,45,9,85202
1577,1,56,0,722275733
1578,1,18,4,22201
1579,1,25,0,60201
1580,0,18,4,76201
1581,0,18,4,10003
1582,1,18,0,10705
1583,1,35,6,94115
1584,1,25,19,45701
1585,1,56,20,92315
1586,1,45,7,77351
1587,0,25,3,30308
1588,1,25,11,22043
1589,1,25,0,95136
1590,1,35,1,95003
1591,1,50,7,26501
1592,1,35,7,50111
1593,1,25,16,78411
1594,0,35,20,10013
1595,1,35,1,926831892
1596,0,18,5,48108
1597,1,25,12,10002
1598,1,35,13,76548
1599,1,25,0,92646
1600,1,35,7,8234
1601,1,25,12,83001
1602,0,25,7,10562
1603,0,25,0,13326
1604,1,25,11,50111
1605,0,18,0,28270
1606,0,35,3,55405
1607,1,45,1,2135
1608,1,25,11,75230
1609,0,35,9,6830
1610,1,25,11,55555
1611,1,25,0,3867
1612,1,25,17,11354
1613,1,18,20,61801
1614,1,35,0,90027
1615,0,45,7,10022
1616,1,25,0,16101
1617,1,25,12,44060
1618,1,50,0,44139
1619,1,50,3,48843
1620,1,25,20,48009
1621,1,25,4,11423
1622,1,18,4,53715
1623,1,50,15,7746
1624,1,25,0,6810
1625,1,45,0,4330
1626,1,18,4,10010
1627,1,18,17,91505
1628,1,18,20,90028
1629,1,18,4,10003
1630,1,45,17,91355
1631,0,50,0,94514
1632,1,25,16,94120
1633,0,45,7,99701
1634,0,56,0,38340
1635,1,25,0,97212
1636,0,25,19,60612
1637,1,56,0,90049
1638,0,18,17,95405
1639,1,25,17,95405
1640,1,35,17,95610
1641,1,25,0,95819
1642,1,50,13,62002
1643,1,45,2,90813
1644,1,18,12,90210
1645,0,18,9,62225
1646,1,25,20,90046
1647,1,18,18,98118
1648,1,50,14,85202
1649,1,18,19,98034
1650,1,25,19,94607
1651,1,25,12,94520
1652,1,25,16,98208
1653,1,18,0,94044
1654,0,45,0,94114
1655,1,18,4,94507
1656,1,25,17,94122
1657,0,45,0,10022
1658,0,35,6,94214
1659,0,18,9,99703
1660,0,25,2,94577
1661,1,35,7,80526
1662,1,25,12,94121
1663,1,18,4,77845
1664,0,18,4,76707
1665,1,45,17,87505
1666,1,25,14,15241
1667,1,50,16,98516
1668,1,35,2,95602
1669,0,25,17,75006
1670,0,56,13,95320
1671,1,35,0,98368
1672,1,25,17,93933
1673,1,1,10,980433621
1674,1,35,2,95816
1675,0,25,6,97116
1676,1,18,4,91301
1677,1,18,14,97123
1678,0,18,17,97070
1679,1,25,12,98052
1680,1,25,20,95380
1681,1,18,4,78705
1682,1,25,2,98102
1683,0,25,7,98109
1684,1,18,3,85226
1685,1,35,12,95833
1686,1,35,12,94062
1687,1,25,3,85013
1688,0,18,4,34243
1689,1,35,5,98465
1690,1,35,16,98029
1691,0,25,17,85301
1692,1,35,20,97333
1693,1,25,12,98684
1694,1,25,12,98116
1695,1,25,1,97206
1696,1,35,7,95765
1697,0,18,4,98052
1698,1,35,2,97214
1699,0,25,19,98102
1700,1,25,20,98119
1701,0,25,4,97233
1702,1,18,10,97303
1703,1,18,15,77047
1704,1,25,4,98926
1705,0,18,4,85033
1706,1,25,20,19134
1707,1,50,1,95070
1708,1,25,0,64106
1709,1,25,0,73147
1710,1,18,0,94530
1711,0,18,4,30134
1712,1,25,0,73003
1713,1,25,0,47421
1714,1,25,17,43212
1715,1,25,16,53406
1716,1,25,0,43229
1717,0,50,6,30307
1718,1,18,4,43235
1719,1,18,16,60523
1720,1,18,4,94720
1721,1,18,19,70043
1722,1,35,0,72058
1723,1,35,17,60103
1724,1,18,4,961
1725,1,18,19,67218
1726,1,25,2,60160
1727,1,35,16,50317
1728,1,18,4,117101641
1729,1,25,7,53715
1730,0,18,4,60137
1731,0,18,0,91601
1732,1,18,4,13655
1733,1,18,14,43725
1734,1,45,17,94602
1735,1,18,20,30605
1736,1,56,8,606
1737,1,35,20,46614
1738,1,35,16,30034
1739,1,56,16,77079
1740,1,56,1,96153
1741,1,35,7,91107
1742,1,25,15,8109
1743,1,35,17,77566
1744,1,35,12,50325
1745,1,45,0,94114
1746,1,25,4,33157
1747,1,25,0,90638
1748,1,50,1,4240
1749,1,25,2,10040
1750,1,50,5,10128
1751,1,35,20,77024
1752,1,25,3,96813
1753,1,35,6,90803
1754,1,18,19,27028
1755,0,18,4,77005
1756,0,25,1,75149
1757,1,25,4,75206
1758,0,25,0,330671400
1759,1,25,16,22112
1760,0,25,3,90016
1761,1,35,0,72058
1762,1,25,14,75230
1763,1,35,7,76248
1764,1,18,0,75149
1765,1,18,4,13655
1766,0,45,0,94566
1767,1,25,20,75205
1768,1,45,16,75067
1769,1,25,17,75240
1770,1,35,16,79605
1771,1,25,17,75044
1772,1,56,2,90680
1773,1,18,4,7030
1774,1,25,17,99003
1775,1,25,4,70115
1776,1,25,0,45801
1777,1,25,20,17022
1778,1,18,4,94704
1779,1,18,1,78133
1780,1,35,1,22181
1781,0,35,0,8009
1782,1,45,0,23454
1783,1,18,4,10027
1784,1,18,20,18104
1785,1,18,4,4901
1786,1,45,1,85721
1787,1,18,8,90210
1788,1,45,2,19104
1789,1,1,10,19116
1790,1,25,0,19152
1791,1,18,4,19146
1792,0,25,2,53523
1793,1,25,4,20008
1794,1,25,11,20878
1795,1,18,17,20724
1796,1,50,11,20852
1797,1,35,7,52003
1798,1,45,11,22204
1799,1,35,11,70118
1800,1,18,4,70118
1801,0,25,6,54729
1802,1,18,4,22903
1803,1,25,2,50021
1804,1,25,7,22314
1805,1,18,4,22401
1806,1,18,4,22032
1807,1,18,17,20742
1808,0,18,4,22031
1809,0,25,14,12189
1810,1,50,13,90210
1811,1,56,2,8825
1812,0,25,12,48103
1813,0,35,6,90035
1814,1,50,7,10014
1815,1,1,1,30707
1816,0,35,9,56007
1817,1,35,1,53706
1818,1,1,8,2254
1819,0,35,12,45249
1820,1,25,20,50265
1821,1,25,20,43315
1822,0,25,0,53713
1823,0,35,1,92801
1824,0,18,4,43560
1825,1,25,7,50310
1826,1,45,11,49265
1827,0,25,1,7721
1828,1,18,4,7030
1829,1,25,16,7302
1830,1,18,4,12180
1831,1,18,4,53190
1832,0,18,4,14433
1833,1,18,17,7030
1834,1,35,5,10990
1835,1,25,19,11501
1836,1,25,0,10016
1837,1,25,2,8817
1838,1,35,7,10011
1839,1,18,4,7940
1840,1,25,12,11217
1841,1,18,0,95037
1842,1,18,4,53190
1843,1,25,12,10014
1844,0,18,4,53711
1845,1,25,2,10002
1846,1,45,12,95051
1847,1,18,4,60047
1848,1,35,5,10011
1849,1,35,7,11747
1850,1,18,5,12582
1851,1,25,19,59602
1852,1,25,12,10036
1853,1,50,0,90803
1854,1,25,0,92346
1855,1,18,4,93004
1856,1,56,7,92065
1857,1,1,10,92106
1858,0,18,4,59715
1859,0,25,4,66049
1860,1,56,16,94591
1861,1,50,16,92129
1862,1,50,14,95129
1863,1,18,4,90048
1864,1,35,7,94306
1865,0,18,1,94606
1866,1,25,7,94043
1867,1,50,7,95008
1868,1,50,11,92346
1869,1,45,14,95148
1870,1,56,13,85248
1871,0,45,1,46774
1872,1,50,20,92106
1873,1,35,7,2127
1874,1,45,7,95076
1875,1,35,12,94107
1876,1,25,12,92024
1877,0,45,20,90069
1878,1,1,10,92846
1879,1,25,4,29732
1880,1,35,0,91006
1881,1,35,2,95008
1882,1,35,16,92352
1883,0,50,0,94521
1884,1,45,20,93108
1885,1,50,17,94611
1886,1,25,12,94086
1887,1,56,15,92119
1888,1,35,12,95124
1889,1,18,14,80023
1890,1,50,6,94702
1891,1,45,1,91335
1892,1,25,20,90066
1893,0,35,0,90024
1894,0,35,7,94602
1895,1,35,14,89119
1896,1,56,13,92115
1897,0,50,2,94530
1898,1,25,12,91101
1899,0,45,6,2135
1900,1,56,12,94109
1901,1,50,7,94024
1902,1,25,19,93536
1903,1,35,0,90401
1904,1,18,1,30115
1905,0,35,20,94118
1906,0,25,5,91311
1907,1,35,17,94804
1908,1,56,13,95129
1909,1,18,4,89146
1910,1,1,10,94707
1911,0,18,4,92805
1912,1,25,4,91325
1913,1,25,17,95126
1914,0,35,14,95051
1915,1,50,13,1938
1916,1,45,7,90405
1917,1,18,10,92704
1918,0,45,6,95209
1919,1,1,0,94525
1920,0,35,7,80122
1921,1,56,12,92780
1922,0,25,7,94303
1923,1,35,7,90026
1924,0,56,6,90630
1925,1,50,7,92886
1926,0,1,0,95404
1927,1,35,7,94806
1928,1,1,10,94501
1929,0,1,10,91107
1930,1,25,15,94550
1931,1,25,2,94114
1932,1,25,7,94114
1933,1,18,19,94703
1934,1,25,17,95014
1935,1,1,10,90405
1936,1,35,0,90026
1937,1,25,11,92335
1938,0,25,2,91351
1939,0,35,2,94930
1940,1,25,12,95158
1941,1,35,17,94550
1942,1,35,5,4901
1943,1,18,4,91501
1944,0,18,4,93107
1945,1,25,20,92866
1946,1,25,14,94110
1947,1,25,7,94041
1948,1,1,10,93111
1949,1,18,17,92595
1950,1,25,12,49024
1951,0,18,4,90630
1952,1,35,1,91030
1953,0,25,2,94566
1954,1,25,16,91402
1955,1,1,19,3109
1956,1,35,0,44280
1957,0,18,4,23185
1958,0,25,1,17055
1959,0,50,13,53092
1960,1,45,7,55555
1961,0,50,3,91911
1962,0,18,1,60914
1963,0,50,9,91941
1964,0,25,6,89523
1965,1,56,17,48304
1966,1,25,20,93637
1967,1,50,7,92116
1968,1,25,11,85258
1969,0,25,3,92116
1970,1,50,13,89052
1971,0,25,14,80230
1972,1,45,17,92111
1973,1,25,1,22903
1974,1,35,17,12159
1975,1,18,4,97361
1976,1,35,5,58703
1977,1,56,6,2726
1978,1,1,10,43357
1979,1,56,17,49506
1980,1,35,7,6460
1981,1,56,1,80303
1982,1,1,10,80540
1983,1,25,14,92109
1984,1,18,10,92130
1985,1,45,12,92122
1986,1,50,13,91977
1987,1,25,17,62629
1988,0,25,1,85224
1989,1,50,6,2090
1990,1,25,7,85257
1991,1,25,20,48309
1992,1,18,4,85259
1993,1,35,17,99508
1994,1,35,2,89012
1995,1,25,1,85364
1996,1,35,0,85621
1997,1,25,0,84108
1998,0,50,9,24018
1999,0,35,3,2113
2000,1,18,4,44685
2001,1,50,1,48197
2002,0,56,13,21361522
2003,1,1,10,80014
2004,1,45,19,53572
2005,1,18,4,58601
2006,1,35,0,66048
2007,1,50,16,80442
2008,1,25,3,48220
2009,0,35,7,60625
2010,1,18,4,81520
2011,0,35,3,1545
2012,1,25,4,49456
2013,1,45,0,60543
2014,1,18,4,53233
2015,1,18,4,1003
2016,0,56,2,20783
2017,1,25,17,35808
2018,1,35,16,46214
2019,1,50,1,27705
2020,1,25,7,45011
2021,1,25,0,61364
2022,1,25,7,60137
2023,1,18,4,56001
2024,1,1,19,6614
2025,1,56,13,3440
2026,1,50,16,49277
2027,0,25,9,48021
2028,1,45,6,44131
2029,0,25,12,10011
2030,1,25,4,77345
2031,1,35,20,60640
2032,1,50,14,44614
2033,0,45,20,91436
2034,0,45,2,1851
2035,0,18,0,45212
2036,0,25,14,90046
2037,1,56,14,2468
2038,0,45,1,33301
2039,1,50,16,60060
2040,0,25,7,2494
2041,0,25,20,24015
2042,1,1,10,79358
2043,1,25,14,37931
2044,0,45,0,49408
2045,0,1,0,24179
2046,1,35,1,91711
2047,1,1,10,6437
2048,1,50,6,49456
2049,0,50,0,13210
2050,0,35,3,99504
2051,1,35,7,93906
2052,1,1,10,46033
2053,1,45,11,6416
2054,1,25,12,3110
2055,1,50,11,49008
2056,1,25,4,56301
2057,1,35,1,49417
2058,0,56,1,6437
2059,1,35,0,44130
2060,1,1,1,48304
2061,1,56,1,44107
2062,1,18,4,44646
2063,1,25,4,43138
2064,1,35,1,1020
2065,1,25,6,46807
2066,0,25,6,53202
2067,1,50,16,6430
2068,0,35,12,43528
2069,1,56,15,79068
2070,0,35,6,13210
2071,1,45,7,1605
2072,0,50,12,21133
2073,0,18,4,13148
2074,1,18,4,48197
2075,0,25,4,13210
2076,1,18,4,13165
2077,1,18,0,55112
2078,1,18,4,13323
2079,1,1,10,45241
2080,1,25,11,37931
2081,1,18,17,49445
2082,1,1,19,48323
2083,1,18,4,64920
2084,1,18,4,23186
2085,1,18,0,6360
2086,1,35,14,48328
2087,1,25,0,379233112
2088,1,50,7,60618
2089,1,35,17,17601
2090,1,35,17,48313
2091,0,35,20,48044
2092,1,56,1,49006
2093,1,18,0,48322
2094,1,35,2,60061
2095,1,56,13,58504
2096,0,25,17,33990
2097,1,18,5,48504
2098,1,35,20,48067
2099,0,18,0,48823
2100,0,25,0,24017
2101,1,25,16,48309
2102,1,25,11,48825
2103,1,35,12,3062
2104,1,45,15,60035
2105,1,25,1,24060
2106,0,18,20,495321
2107,1,25,1,24060
2108,1,1,10,60462
2109,1,25,16,13090
2110,1,50,11,46802
2111,1,56,13,32806
2112,0,45,12,23116
2113,1,25,6,4456
2114,1,18,18,21740
2115,1,35,17,1519
2116,1,18,4,49546
2117,1,56,13,49307
2118,1,25,14,2148
2119,1,35,4,10036
2120,1,1,0,2780
2121,1,56,13,2356
2122,1,35,12,61614
2123,0,35,0,13064
2124,1,25,0,12306
2125,1,35,3,46033
2126,1,56,14,2632
2127,1,18,4,12309
2128,0,45,1,46737
2129,1,25,5,4103
2130,1,45,0,3060
2131,1,25,0,1701
2132,1,56,14,2632
2133,0,1,10,1607
2134,1,18,10,2780
2135,1,50,1,1778
2136,1,35,18,13027
2137,0,1,10,681
2138,0,18,4,88119
2139,0,50,3,33615
2140,1,45,14,46804
2141,0,50,16,48706
2142,0,45,14,46804
2143,1,18,4,32607
2144,1,18,0,46517
2145,1,18,10,32750
2146,1,18,2,96002
2147,0,18,0,60641
2148,0,18,0,81301
2149,1,25,0,60089
2150,0,18,4,22904
2151,1,56,13,33316
2152,1,18,4,22807
2153,1,18,16,97405
2154,1,25,12,68508
2155,0,1,10,50246
2156,1,18,19,55912
2157,0,18,3,45244
2158,1,25,12,60618
2159,0,50,14,60618
2160,0,18,19,46556
2161,0,35,2,95521
2162,0,1,10,35810
2163,1,18,0,87122
2164,1,35,0,95826
2165,1,25,7,32836
2166,1,1,10,99203
2167,0,25,6,95833
2168,1,1,10,60202
2169,1,1,0,95451
2170,0,50,16,99114
2171,1,35,0,48103
2172,1,18,20,60641
2173,1,50,13,87502
2174,1,50,12,87505
2175,1,25,4,99217
2176,1,1,19,73505
2177,0,35,20,95451
2178,1,45,14,85251
2179,0,25,0,28304
2180,1,25,12,277139225
2181,1,25,0,45245
2182,0,25,4,60443
2183,0,56,1,11795
2184,1,18,4,45403
2185,1,45,17,27502
2186,1,18,5,41018
2187,1,45,16,60126
2188,0,18,19,60641
2189,1,1,10,60148
2190,0,25,15,27603
2191,1,18,4,45231
2192,0,25,0,27713
2193,1,1,10,41011
2194,1,25,17,45233
2195,1,1,10,60148
2196,1,25,12,45140
2197,0,25,1,27515
2198,0,35,9,46815
2199,1,1,10,60613
2200,1,35,1,60016
2201,1,56,20,46804
2202,0,1,10,11743
2203,1,45,12,53718
2204,1,56,3,94941
2205,0,25,7,10016
2206,1,45,7,11201
2207,1,18,4,7508
2208,1,25,0,10006
2209,1,35,7,10011
2210,1,45,17,880054313
2211,1,45,6,1950
2212,1,18,4,80521
2213,0,25,0,60622
2214,0,25,1,46807
2215,0,25,0,93940
2216,0,25,20,60612
2217,1,1,10,44906
2218,1,35,17,64153
2219,1,25,6,60060
2220,0,50,3,954519554
2221,1,56,17,94931
2222,0,45,1,13088
2223,1,25,2,60123
2224,1,25,12,60025
2225,1,25,5,96815
2226,0,25,7,27514
2227,1,50,14,60016
2228,1,25,12,60025
2229,1,45,0,61821
2230,0,45,1,60302
2231,1,50,11,85726
2232,1,25,14,60061
2233,0,35,3,60187
2234,1,56,1,85718
2235,1,1,10,46324
2236,1,1,10,96782
2237,0,35,6,14905
2238,0,25,4,32607
2239,1,18,10,60148
2240,1,45,12,64117
2241,1,45,5,60647
2242,1,18,4,60115
2243,1,45,2,86701
2244,1,1,10,60565
2245,1,1,10,60007
2246,1,25,0,60622
2247,1,45,2,60613
2248,0,35,12,46755
2249,1,25,5,60466
2250,1,18,19,60010
2251,1,35,14,60626
2252,0,18,1,1562
2253,0,50,0,46815
2254,1,35,5,33317
2255,0,35,6,44303
2256,0,45,15,59840
2257,0,18,4,59715
2258,0,18,4,10033
2259,0,56,16,70503
2260,0,25,20,46835
2261,1,25,5,33025
2262,1,45,17,48116
2263,1,25,6,70508
2264,0,45,7,37877
2265,1,56,13,60506
2266,0,50,2,48118
2267,0,56,13,37774
2268,0,35,1,46774
2269,0,45,0,11217
2270,1,18,1,14620
2271,1,50,14,13210
2272,1,25,0,71731
2273,1,25,6,23235
2274,1,18,2,31401
2275,1,56,7,39211
2276,1,56,13,44143
2277,0,45,9,13035
2278,1,50,17,1536
2279,1,50,7,8816
2280,1,56,6,74105
2281,1,45,11,48104
2282,1,50,2,32117
2283,1,35,18,44708
2284,1,25,20,90024
2285,0,1,10,13090
2286,1,35,17,82604
2287,1,56,0,6082
2288,1,1,10,13066
2289,0,50,1,52002
2290,1,25,0,61021
2291,1,45,1,13214
2292,1,50,15,13039
2293,0,56,3,48130
2294,1,56,13,48108
2295,1,45,11,72316
2296,0,25,6,22923
2297,1,56,13,52003
2298,1,35,17,77584
2299,0,18,10,13090
2300,1,56,13,49423
2301,0,25,12,2478
2302,1,50,12,48104
2303,1,50,17,8055
2304,1,45,12,94103
2305,1,50,20,48104
2306,0,18,4,2138
2307,1,25,17,2140
2308,0,45,16,48103
2309,0,45,0,8901
2310,1,45,12,48130
2311,0,25,4,22902
2312,1,45,0,13131
2313,0,50,6,481034711
2314,0,25,1,13210
2315,1,56,7,48114
2316,1,35,0,13207
2317,0,45,9,57108
2318,1,56,7,48114
2319,1,35,7,48104
2320,0,50,1,6043
2321,1,25,7,30115
2322,0,56,13,48105
2323,1,35,3,13088
2324,1,35,17,50321
2325,0,18,4,27708
2326,1,18,4,1040
2327,1,18,10,48169
2328,1,56,7,13212
2329,0,56,15,97367
2330,1,45,7,48103
2331,1,56,1,48104
2332,1,56,14,1545
2333,1,50,6,13035
2334,0,56,7,1562
2335,1,50,17,48197
2336,1,35,18,13146
2337,1,35,17,49424
2338,1,45,17,13152
2339,0,56,3,52003
2340,1,35,2,48104
2341,1,56,1,13210
2342,1,35,3,48107
2343,0,45,1,1604
2344,1,25,12,2139
2345,1,35,16,98031
2346,0,1,10,48105
2347,1,35,1,48116
2348,1,50,12,6082
2349,1,25,8,50309
2350,1,18,4,44312
2351,0,25,0,11106
2352,1,50,13,41076
2353,0,35,9,61270
2354,1,35,11,94306
2355,0,45,9,13203
2356,0,50,16,13207
2357,0,35,14,13316
2358,0,56,6,6074
2359,1,56,13,13685
2360,1,50,6,13210
2361,1,56,7,49423
2362,1,25,14,94110
2363,1,50,14,95823
2364,0,56,9,13078
2365,1,50,7,13203
2366,0,45,16,1532
2367,0,25,9,49424
2368,0,56,13,13057
2369,1,35,14,6040
2370,1,50,1,13215
2371,0,35,7,6082
2372,0,45,7,1602
2373,1,45,7,94109
2374,1,25,14,94404
2375,0,50,7,13027
2376,1,25,1,13210
2377,1,35,0,6108
2378,1,25,3,75150
2379,1,18,18,13045
2380,1,25,4,22903
2381,0,35,9,13066
2382,1,50,13,59715
2383,0,25,14,95125
2384,1,35,17,62034
2385,0,45,2,1545
2386,0,25,0,6040
2387,1,25,17,32224
2388,1,56,5,6082
2389,1,25,16,37922
2390,0,25,6,33076
2391,1,50,18,13126
2392,0,56,3,6040
2393,1,56,13,13123
2394,1,35,6,37923
2395,1,35,7,8021
2396,0,18,0,22102
2397,0,35,11,43201
2398,1,25,0,98122
2399,1,35,17,11355
2400,0,25,16,95687
2401,1,25,4,22901
2402,1,45,17,32024
2403,1,18,4,37743
2404,1,18,7,64055
2405,1,50,8,78065
2406,0,56,12,1520
2407,1,35,16,11358
2408,0,45,1,1609
2409,0,35,9,6074
2410,1,56,7,6071
